term,frequency,density,occurrence
div,597,0.0040917595937026655,0.16
fill,108,0.0007402178159462108,0.16
mail,137,0.0009389800072651008,0.16
special,140,0.0009595416132636066,0.156
httpequivdcontenttype,81,0.0005551633619596581,0.156
online,126,0.000863587451937246,0.156
call,136,0.0009321261385989322,0.154
aligncenter,430,0.002947163526452506,0.154
phone,133,0.0009115645326004263,0.152
home,189,0.001295381177905869,0.148
people,355,0.00243312337648986,0.148
life,207,0.0014187508138969042,0.148
order,245,0.0016791978232113117,0.148
internet,214,0.0014667278945600843,0.148
contentdtexthtml,77,0.0005277478872949836,0.148
pay,112,0.0007676332906108853,0.146
facedarial,485,0.00332412630309178,0.146
textplain,72,0.0004934785439641405,0.144
cellpadding,216,0.0014804356318924216,0.144
work,152,0.00104178803725763,0.144
available,115,0.0007881948966093912,0.144
must,94,0.0006442636546198501,0.142
cellspacingd,286,0.001960206438524225,0.142
heightd,823,0.005640733912256773,0.142
colord,372,0.0025496391438147264,0.142
day,172,0.0011788654105810024,0.142
know,132,0.0009047106639342577,0.14
hours,98,0.0006716791292845246,0.14
subject,95,0.0006511175232860188,0.14
cellspacing,217,0.0014872895005585904,0.14
height,869,0.005956011870900529,0.14
cellpaddingd,280,0.0019190832265272133,0.14
price,154,0.0010554957745899673,0.138
never,97,0.0006648252606183561,0.138
offers,110,0.0007539255532785481,0.136
see,120,0.0008224642399402343,0.136
made,163,0.001117180592585485,0.136
visit,90,0.0006168481799551757,0.134
much,119,0.0008156103712740657,0.134
find,120,0.0008224642399402343,0.132
within,145,0.0009938109565944498,0.132
line,79,0.0005414556246273209,0.132
users,74,0.0005071862812964778,0.13
following,108,0.0007402178159462108,0.13
ad,76,0.000520894018628815,0.128
professional,105,0.000719656209947705,0.128
colordff,292,0.0020013296505212367,0.126
dear,65,0.0004455014633009602,0.126
even,97,0.0006648252606183561,0.126
format,71,0.00048662467529797196,0.126
emails,221,0.0015147049752232647,0.126
days,115,0.0007881948966093912,0.126
required,74,0.0005071862812964778,0.126
legal,126,0.000863587451937246,0.126
web,122,0.0008361719772725715,0.126
financial,126,0.000863587451937246,0.124
right,113,0.0007744871592770539,0.122
great,74,0.0005071862812964778,0.122
mailings,98,0.0006716791292845246,0.122
marketing,147,0.001007518693926787,0.12
years,131,0.0008978567952680891,0.12
receiving,72,0.0004934785439641405,0.12
buy,111,0.0007607794219447167,0.12
error,64,0.0004386475946347916,0.12
mime,59,0.0004043782513039485,0.118
received,146,0.0010006648252606184,0.118
easy,90,0.0006168481799551757,0.118
dollars,128,0.0008772951892695832,0.118
arial,455,0.0031185102431067215,0.118
every,133,0.0009115645326004263,0.118
facearial,377,0.0025839084871455693,0.118
number,120,0.0008224642399402343,0.118
give,87,0.0005962865739566699,0.116
bgcolord,124,0.0008498797146049088,0.116
well,109,0.0007470716846123795,0.116
low,73,0.0005003324126303092,0.114
software,141,0.0009663954819297753,0.114
way,110,0.0007539255532785481,0.114
save,119,0.0008156103712740657,0.112
bgcolordffffff,139,0.000952687744597438,0.112
site,112,0.0007676332906108853,0.112
private,72,0.0004934785439641405,0.11
access,105,0.000719656209947705,0.11
investment,119,0.0008156103712740657,0.11
month,102,0.0006990946039491992,0.11
group,67,0.00045920920063329744,0.11
public,75,0.0005140401499626464,0.11
multipart,61,0.00041808598863628574,0.11
simply,77,0.0005277478872949836,0.108
easily,61,0.00041808598863628574,0.108
first,132,0.0009047106639342577,0.108
year,144,0.000986957087928281,0.108
fax,94,0.0006442636546198501,0.108
simple,106,0.0007265100786138736,0.108
bgcolorffffff,123,0.0008430258459387401,0.106
colordffffff,187,0.0012816734405735318,0.106
deal,69,0.0004729169379656347,0.106
bit,63,0.000431793725968623,0.106
risk,81,0.0005551633619596581,0.106
guaranteed,75,0.0005140401499626464,0.104
hr,77,0.0005277478872949836,0.104
allow,55,0.00037696277663927405,0.104
thank,61,0.00041808598863628574,0.104
personal,87,0.0005962865739566699,0.104
without,87,0.0005962865739566699,0.104
services,107,0.0007333639472800422,0.104
opportunity,77,0.0005277478872949836,0.104
keep,87,0.0005962865739566699,0.104
input,519,0.0035571578377415133,0.102
per,116,0.0007950487652755597,0.102
using,71,0.00048662467529797196,0.102
base,64,0.0004386475946347916,0.102
include,58,0.00039752438263777987,0.102
insurance,164,0.0011240344612516535,0.102
country,99,0.0006785329979506932,0.102
market,117,0.0008019026339417284,0.1
linux,50,0.00034269343330843095,0.1
irish,51,0.0003495473019745996,0.1
tbody,333,0.00228233826583415,0.1
cash,145,0.0009938109565944498,0.1
city,97,0.0006648252606183561,0.1
youll,71,0.00048662467529797196,0.1
removal,76,0.000520894018628815,0.1
computer,139,0.000952687744597438,0.098
provide,68,0.0004660630692994661,0.098
listmasterlinuxie,49,0.0003358395646422623,0.098
sites,113,0.0007744871592770539,0.098
next,110,0.0007539255532785481,0.098
program,167,0.0011445960672501593,0.098
start,109,0.0007470716846123795,0.098
unsubscription,49,0.0003358395646422623,0.098
maintainer,49,0.0003358395646422623,0.098
put,65,0.0004455014633009602,0.096
includes,80,0.0005483094932934895,0.096
anyone,91,0.0006237020486213443,0.094
last,70,0.0004797708066318033,0.094
interest,89,0.000609994311289007,0.094
charsetdiso,49,0.0003358395646422623,0.094
companies,86,0.0005894327052905012,0.094
value,262,0.0017957135905361781,0.094
yes,83,0.0005688710992919954,0.094
system,83,0.0005688710992919954,0.094
purchase,73,0.0005003324126303092,0.092
colspan,212,0.0014530201572277473,0.092
products,73,0.0005003324126303092,0.092
income,110,0.0007539255532785481,0.092
credit,85,0.0005825788366243326,0.092
limited,60,0.00041123211997011716,0.09
thousands,86,0.0005894327052905012,0.09
full,54,0.0003701089079731054,0.09
united,102,0.0006990946039491992,0.09
good,59,0.0004043782513039485,0.09
colspand,215,0.001473581763226253,0.09
ever,78,0.0005346017559611523,0.088
charsetwindows,46,0.0003152779586437565,0.088
assistance,61,0.00041808598863628574,0.088
member,53,0.0003632550393069368,0.088
two,77,0.0005277478872949836,0.086
current,68,0.0004660630692994661,0.086
quotedprintable,62,0.0004249398573024544,0.086
bordercolord,90,0.0006168481799551757,0.086
many,133,0.0009115645326004263,0.086
back,90,0.0006168481799551757,0.086
absolutely,65,0.0004455014633009602,0.086
shipping,72,0.0004934785439641405,0.086
true,62,0.0004249398573024544,0.086
old,52,0.0003564011706407682,0.084
since,62,0.0004249398573024544,0.084
change,82,0.0005620172306258268,0.084
currently,53,0.0003632550393069368,0.084
long,54,0.0003701089079731054,0.084
aligndright,278,0.001905375489194876,0.084
request,60,0.00041123211997011716,0.084
states,114,0.0007813410279432226,0.084
valigntop,226,0.0015489743185541078,0.084
family,60,0.00041123211997011716,0.084
rate,69,0.0004729169379656347,0.084
high,64,0.0004386475946347916,0.082
less,58,0.00039752438263777987,0.082
notice,78,0.0005346017559611523,0.082
account,98,0.0006716791292845246,0.082
website,79,0.0005414556246273209,0.082
control,54,0.0003701089079731054,0.08
contenttexthtml,45,0.00030842408997758784,0.08
httpequivcontenttype,45,0.00030842408997758784,0.08
making,61,0.00041808598863628574,0.08
plan,65,0.0004455014633009602,0.08
government,220,0.0015078511065570962,0.08
alignleft,177,0.0012131347539118455,0.08
instead,69,0.0004729169379656347,0.08
sending,84,0.0005757249679581639,0.078
info,65,0.0004455014633009602,0.078
strong,362,0.0024811004571530402,0.078
product,92,0.000630555917287513,0.078
faceverdana,646,0.004427599158344927,0.078
communication,68,0.0004660630692994661,0.078
top,65,0.0004455014633009602,0.076
sure,70,0.0004797708066318033,0.076
textd,38,0.0002604470093144075,0.076
week,60,0.00041123211997011716,0.076
amp,72,0.0004934785439641405,0.076
security,91,0.0006237020486213443,0.076
immediately,52,0.0003564011706407682,0.076
bank,69,0.0004729169379656347,0.076
th,71,0.00048662467529797196,0.076
namedgenerator,38,0.0002604470093144075,0.076
cost,59,0.0004043782513039485,0.076
thats,58,0.00039752438263777987,0.074
got,47,0.00032213182730992507,0.074
support,55,0.00037696277663927405,0.074
world,82,0.0005620172306258268,0.074
used,46,0.0003152779586437565,0.074
believe,62,0.0004249398573024544,0.074
come,66,0.00045235533196712885,0.074
quick,45,0.00030842408997758784,0.074
little,68,0.0004660630692994661,0.074
general,52,0.0003564011706407682,0.074
code,52,0.0003564011706407682,0.074
learn,79,0.0005414556246273209,0.074
retail,36,0.00024673927198207027,0.072
better,68,0.0004660630692994661,0.072
hundreds,54,0.0003701089079731054,0.072
valued,55,0.00037696277663927405,0.072
paid,58,0.00039752438263777987,0.072
methoddpost,36,0.00024673927198207027,0.072
fund,71,0.00048662467529797196,0.072
registered,49,0.0003358395646422623,0.072
namedemail,44,0.00030157022131141925,0.07
looking,94,0.0006442636546198501,0.07
direct,59,0.0004043782513039485,0.07
around,38,0.0002604470093144075,0.07
lose,59,0.0004043782513039485,0.07
rates,80,0.0005483094932934895,0.07
roman,93,0.0006374097859536816,0.07
instructions,75,0.0005140401499626464,0.07
including,49,0.0003358395646422623,0.07
valuable,64,0.0004386475946347916,0.07
optin,53,0.0003632550393069368,0.07
important,48,0.0003289856959760937,0.068
typedsubmit,34,0.00023303153464973304,0.068
quality,42,0.00028786248397908197,0.068
prices,46,0.0003152779586437565,0.068
questions,42,0.00028786248397908197,0.068
programs,104,0.0007128023412815364,0.068
facedverdana,200,0.0013707737332337238,0.068
news,80,0.0005483094932934895,0.068
iluglinuxie,35,0.00023988540331590166,0.068
data,41,0.0002810086153129134,0.068
transfer,51,0.0003495473019745996,0.068
sales,58,0.00039752438263777987,0.068
sincerely,35,0.00023988540331590166,0.068
guarantee,59,0.0004043782513039485,0.068
ready,41,0.0002810086153129134,0.068
colorff,153,0.0010486419059237988,0.068
valigndmiddle,38,0.0002604470093144075,0.068
secure,36,0.00024673927198207027,0.068
httpwwwlinuxiemailmanlistinfoilug,34,0.00023303153464973304,0.068
li,338,0.0023166076091649932,0.066
addresses,108,0.0007402178159462108,0.066
working,44,0.00030157022131141925,0.066
understand,38,0.0002604470093144075,0.066
office,54,0.0003701089079731054,0.066
past,41,0.0002810086153129134,0.066
look,43,0.0002947163526452506,0.066
times,83,0.0005688710992919954,0.066
doctype,33,0.00022617766598356442,0.066
nothing,46,0.0003152779586437565,0.066
based,64,0.0004386475946347916,0.066
let,47,0.00032213182730992507,0.066
place,45,0.00030842408997758784,0.066
try,56,0.00038381664530544264,0.066
act,56,0.00038381664530544264,0.066
wcdtd,33,0.00022617766598356442,0.066
sell,67,0.00045920920063329744,0.066
party,39,0.00026730087798057615,0.066
advertising,69,0.0004729169379656347,0.064
response,87,0.0005962865739566699,0.064
still,40,0.00027415474664674473,0.064
transaction,94,0.0006442636546198501,0.064
total,110,0.0007539255532785481,0.064
feel,45,0.00030842408997758784,0.064
protect,45,0.00030842408997758784,0.064
anything,40,0.00027415474664674473,0.064
approved,34,0.00023303153464973304,0.064
always,39,0.00026730087798057615,0.064
valuedsubmit,32,0.0002193237973173958,0.064
note,55,0.00037696277663927405,0.064
charge,37,0.0002535931406482389,0.064
professionals,71,0.00048662467529797196,0.064
mortgage,60,0.00041123211997011716,0.064
possible,43,0.0002947163526452506,0.064
namedstate,32,0.0002193237973173958,0.064
style,62,0.0004249398573024544,0.064
check,57,0.0003906705139716113,0.064
read,66,0.00045235533196712885,0.062
typedhidden,132,0.0009047106639342577,0.062
via,47,0.00032213182730992507,0.062
type,43,0.0002947163526452506,0.062
unsolicited,44,0.00030157022131141925,0.062
database,38,0.0002604470093144075,0.062
end,45,0.00030842408997758784,0.062
show,53,0.0003632550393069368,0.062
sum,43,0.0002947163526452506,0.062
report,302,0.002069868337182923,0.062
due,49,0.0003358395646422623,0.062
live,63,0.000431793725968623,0.062
charsetdwindows,31,0.0002124699286512272,0.062
part,56,0.00038381664530544264,0.062
finally,37,0.0002535931406482389,0.062
real,68,0.0004660630692994661,0.062
tell,39,0.00026730087798057615,0.06
mind,41,0.0002810086153129134,0.06
rd,35,0.00023988540331590166,0.06
think,45,0.00030842408997758784,0.06
interested,65,0.0004455014633009602,0.06
ul,96,0.0006579713919521874,0.06
lowest,40,0.00027415474664674473,0.06
going,58,0.00039752438263777987,0.06
ff,67,0.00045920920063329744,0.06
position,37,0.0002535931406482389,0.06
independent,46,0.0003152779586437565,0.06
months,80,0.0005483094932934895,0.06
frontpage,32,0.0002193237973173958,0.06
amount,49,0.0003358395646422623,0.06
fast,35,0.00023988540331590166,0.058
large,37,0.0002535931406482389,0.058
im,64,0.0004386475946347916,0.058
profitable,36,0.00024673927198207027,0.058
share,35,0.00023988540331590166,0.058
complete,93,0.0006374097859536816,0.058
numbers,43,0.0002947163526452506,0.058
follow,66,0.00045235533196712885,0.058
millions,36,0.00024673927198207027,0.058
card,67,0.00045920920063329744,0.058
spam,46,0.0003152779586437565,0.058
claim,55,0.00037696277663927405,0.058
different,44,0.00030157022131141925,0.058
six,39,0.00026730087798057615,0.058
subscribed,30,0.00020561605998505858,0.058
longer,40,0.00027415474664674473,0.058
seen,39,0.00026730087798057615,0.056
youre,52,0.0003564011706407682,0.056
httpwwwinsuranceiqcomoptout,64,0.0004386475946347916,0.056
namedhdnsubjecttxt,28,0.00019190832265272132,0.056
five,39,0.00026730087798057615,0.056
answer,38,0.0002604470093144075,0.056
assist,45,0.00030842408997758784,0.056
successful,41,0.0002810086153129134,0.056
already,34,0.00023303153464973304,0.056
actiondhttpresponseresponseasp,28,0.00019190832265272132,0.056
typedtext,149,0.0010212264312591242,0.056
huge,38,0.0002604470093144075,0.056
names,82,0.0005620172306258268,0.056
suite,28,0.00019190832265272132,0.056
another,46,0.0003152779586437565,0.056
unsubscribed,34,0.00023303153464973304,0.056
join,38,0.0002604470093144075,0.056
namedsentto,28,0.00019190832265272132,0.056
copy,63,0.000431793725968623,0.056
increase,41,0.0002810086153129134,0.056
namedhdnrecipienttxt,28,0.00019190832265272132,0.056
hrefdhttpwwwinsuranceiqcomoptout,28,0.00019190832265272132,0.056
namedphone,28,0.00019190832265272132,0.056
become,48,0.0003289856959760937,0.056
namedcontactname,28,0.00019190832265272132,0.056
namedcity,28,0.00019190832265272132,0.056
search,57,0.0003906705139716113,0.054
clients,59,0.0004043782513039485,0.054
late,52,0.0003564011706407682,0.054
later,55,0.00037696277663927405,0.054
small,77,0.0005277478872949836,0.054
fontfamily,172,0.0011788654105810024,0.054
telephone,36,0.00024673927198207027,0.054
big,52,0.0003564011706407682,0.054
obligation,34,0.00023303153464973304,0.054
regards,29,0.00019876219131888994,0.054
word,31,0.0002124699286512272,0.054
page,55,0.00037696277663927405,0.054
inquiry,29,0.00019876219131888994,0.054
said,44,0.00030157022131141925,0.054
details,37,0.0002535931406482389,0.054
however,41,0.0002810086153129134,0.054
plus,90,0.0006168481799551757,0.054
accept,28,0.00019190832265272132,0.054
matter,43,0.0002947163526452506,0.054
experience,29,0.00019876219131888994,0.054
rowspand,34,0.00023303153464973304,0.054
fact,38,0.0002604470093144075,0.054
age,72,0.0004934785439641405,0.054
transitionalen,26,0.0001782005853203841,0.052
entire,33,0.00022617766598356442,0.052
forward,27,0.0001850544539865527,0.052
included,34,0.00023303153464973304,0.052
reach,27,0.0001850544539865527,0.052
srcdhttpiiqusimagesqgif,26,0.0001782005853203841,0.052
immediate,32,0.0002193237973173958,0.052
actually,30,0.00020561605998505858,0.052
person,54,0.0003701089079731054,0.052
span,703,0.004818269672316539,0.052
run,29,0.00019876219131888994,0.052
anywhere,32,0.0002193237973173958,0.052
growing,33,0.00022617766598356442,0.052
works,44,0.00030157022131141925,0.052
second,35,0.00023988540331590166,0.052
px,457,0.003132217980439059,0.052
terms,34,0.00023303153464973304,0.052
valigndtop,50,0.00034269343330843095,0.052
started,56,0.00038381664530544264,0.052
individuals,32,0.0002193237973173958,0.05
move,51,0.0003495473019745996,0.05
national,36,0.00024673927198207027,0.05
secret,40,0.00027415474664674473,0.05
members,38,0.0002604470093144075,0.05
manager,31,0.0002124699286512272,0.05
bgcolor,46,0.0003152779586437565,0.05
opportunities,33,0.00022617766598356442,0.05
sir,30,0.00020561605998505858,0.05
federal,69,0.0004729169379656347,0.05
earn,55,0.00037696277663927405,0.05
package,38,0.0002604470093144075,0.05
fortune,31,0.0002124699286512272,0.05
soon,27,0.0001850544539865527,0.05
away,41,0.0002810086153129134,0.05
bill,31,0.0002124699286512272,0.05
commission,60,0.00041123211997011716,0.05
namedbtnsubmit,25,0.00017134671665421547,0.05
completely,28,0.00019190832265272132,0.05
weeks,81,0.0005551633619596581,0.05
track,25,0.00017134671665421547,0.05
black,122,0.0008361719772725715,0.05
lot,34,0.00023303153464973304,0.05
waiting,29,0.00019876219131888994,0.05
reason,33,0.00022617766598356442,0.05
instant,30,0.00020561605998505858,0.048
trust,39,0.00026730087798057615,0.048
add,27,0.0001850544539865527,0.048
course,33,0.00022617766598356442,0.048
management,30,0.00020561605998505858,0.048
benefit,43,0.0002947163526452506,0.048
letter,64,0.0004386475946347916,0.048
done,30,0.00020561605998505858,0.048
enter,29,0.00019876219131888994,0.048
customers,39,0.00026730087798057615,0.048
foreign,52,0.0003564011706407682,0.048
major,32,0.0002193237973173958,0.048
paying,26,0.0001782005853203841,0.048
friend,33,0.00022617766598356442,0.048
text,36,0.00024673927198207027,0.048
problems,32,0.0002193237973173958,0.048
friends,26,0.0001782005853203841,0.048
minute,25,0.00017134671665421547,0.046
exactly,25,0.00017134671665421547,0.046
noshade,25,0.00017134671665421547,0.046
net,57,0.0003906705139716113,0.046
systemworks,28,0.00019190832265272132,0.046
bgcolordcccccc,42,0.00028786248397908197,0.046
least,52,0.0003564011706407682,0.046
success,53,0.0003632550393069368,0.046
pt,422,0.002892332577123157,0.046
either,29,0.00019876219131888994,0.046
promotion,27,0.0001850544539865527,0.046
term,52,0.0003564011706407682,0.046
policy,84,0.0005757249679581639,0.046
sold,32,0.0002193237973173958,0.046
recently,28,0.00019190832265272132,0.046
strongly,23,0.00015763897932187824,0.046
three,26,0.0001782005853203841,0.046
president,53,0.0003632550393069368,0.046
found,31,0.0002124699286512272,0.046
customer,29,0.00019876219131888994,0.046
say,48,0.0003289856959760937,0.046
proven,23,0.00015763897932187824,0.044
tollfree,25,0.00017134671665421547,0.044
backup,32,0.0002193237973173958,0.044
several,35,0.00023988540331590166,0.044
rights,50,0.00034269343330843095,0.044
standard,46,0.0003152779586437565,0.044
fastest,24,0.00016449284798804686,0.044
whether,36,0.00024673927198207027,0.044
orders,117,0.0008019026339417284,0.044
etc,32,0.0002193237973173958,0.044
fontsize,70,0.0004797708066318033,0.044
turn,27,0.0001850544539865527,0.044
getting,29,0.00019876219131888994,0.044
knowledge,35,0.00023988540331590166,0.044
namegenerator,22,0.00015078511065570963,0.044
write,28,0.00019190832265272132,0.044
invest,48,0.0003289856959760937,0.044
enough,22,0.00015078511065570963,0.044
fully,29,0.00019876219131888994,0.044
tools,32,0.0002193237973173958,0.044
wait,27,0.0001850544539865527,0.044
problem,25,0.00017134671665421547,0.044
advertisement,28,0.00019190832265272132,0.044
accepted,24,0.00016449284798804686,0.044
return,50,0.00034269343330843095,0.044
hrefdhttpwwwinsuranceiqcomlegalhtm,21,0.00014393124198954098,0.042
edition,25,0.00017134671665421547,0.042
loss,25,0.00017134671665421547,0.042
box,49,0.0003358395646422623,0.042
contentdmicrosoft,21,0.00014393124198954098,0.042
left,27,0.0001850544539865527,0.042
youve,34,0.00023303153464973304,0.042
affiliate,21,0.00014393124198954098,0.042
effort,35,0.00023988540331590166,0.042
contracts,35,0.00023988540331590166,0.042
makes,23,0.00015763897932187824,0.042
excellent,22,0.00015078511065570963,0.042
everything,29,0.00019876219131888994,0.042
hundred,29,0.00019876219131888994,0.042
thing,36,0.00024673927198207027,0.042
altd,35,0.00023988540331590166,0.042
international,48,0.0003289856959760937,0.042
httpwwwinsuranceiqcomlegalhtm,21,0.00014393124198954098,0.042
really,40,0.00027415474664674473,0.042
shop,24,0.00016449284798804686,0.042
cant,29,0.00019876219131888994,0.042
self,22,0.00015078511065570963,0.042
given,33,0.00022617766598356442,0.042
hot,23,0.00015763897932187824,0.042
able,29,0.00019876219131888994,0.042
whole,30,0.00020561605998505858,0.042
none,35,0.00023988540331590166,0.042
buying,26,0.0001782005853203841,0.042
verdana,66,0.00045235533196712885,0.042
process,31,0.0002124699286512272,0.042
death,33,0.00022617766598356442,0.042
ask,27,0.0001850544539865527,0.042
fees,36,0.00024673927198207027,0.042
health,37,0.0002535931406482389,0.042
correspondence,23,0.00015763897932187824,0.042
unwanted,23,0.00015763897932187824,0.042
perfect,25,0.00017134671665421547,0.042
daily,33,0.00022617766598356442,0.042
case,64,0.0004386475946347916,0.042
decided,40,0.00027415474664674473,0.042
minutes,31,0.0002124699286512272,0.042
improve,20,0.00013707737332337237,0.04
bordercolor,32,0.0002193237973173958,0.04
potential,34,0.00023303153464973304,0.04
things,23,0.00015763897932187824,0.04
might,23,0.00015763897932187824,0.04
loan,42,0.00028786248397908197,0.04
happen,21,0.00014393124198954098,0.04
bonus,47,0.00032213182730992507,0.04
combined,21,0.00014393124198954098,0.04
requests,20,0.00013707737332337237,0.04
needed,28,0.00019190832265272132,0.04
original,31,0.0002124699286512272,0.04
technology,33,0.00022617766598356442,0.04
industry,41,0.0002810086153129134,0.04
owners,25,0.00017134671665421547,0.04
proposal,28,0.00019190832265272132,0.04
contentdfrontpageeditordocument,20,0.00013707737332337237,0.04
short,23,0.00015763897932187824,0.04
content,43,0.0002947163526452506,0.04
discover,34,0.00023303153464973304,0.04
files,23,0.00015763897932187824,0.04
means,26,0.0001782005853203841,0.04
point,23,0.00015763897932187824,0.04
someone,21,0.00014393124198954098,0.04
advice,25,0.00017134671665421547,0.04
upon,43,0.0002947163526452506,0.04
styledcolor,42,0.00028786248397908197,0.04
cooperation,25,0.00017134671665421547,0.04
present,31,0.0002124699286512272,0.04
exchange,21,0.00014393124198954098,0.04
involved,27,0.0001850544539865527,0.04
namedprogid,20,0.00013707737332337237,0.04
laws,24,0.00016449284798804686,0.04
open,21,0.00014393124198954098,0.04
directed,22,0.00015078511065570963,0.04
copyright,21,0.00014393124198954098,0.04
moment,26,0.0001782005853203841,0.04
httpequivdcontentlanguage,19,0.00013022350465720375,0.038
st,27,0.0001850544539865527,0.038
attention,26,0.0001782005853203841,0.038
kindly,19,0.00013022350465720375,0.038
along,24,0.00016449284798804686,0.038
confidential,26,0.0001782005853203841,0.038
requesting,20,0.00013707737332337237,0.038
took,20,0.00013707737332337237,0.038
partner,32,0.0002193237973173958,0.038
willing,23,0.00015763897932187824,0.038
norton,50,0.00034269343330843095,0.038
guide,136,0.0009321261385989322,0.038
honor,19,0.00013022350465720375,0.038
tahoma,93,0.0006374097859536816,0.038
vspace,31,0.0002124699286512272,0.038
drive,61,0.00041808598863628574,0.038
opted,19,0.00013022350465720375,0.038
needs,31,0.0002124699286512272,0.038
choose,24,0.00016449284798804686,0.038
valid,22,0.00015078511065570963,0.038
results,32,0.0002193237973173958,0.038
listed,24,0.00016449284798804686,0.038
hspace,34,0.00023303153464973304,0.038
hard,38,0.0002604470093144075,0.038
obtained,19,0.00013022350465720375,0.038
something,35,0.00023988540331590166,0.038
quote,32,0.0002193237973173958,0.038
deposit,25,0.00017134671665421547,0.038
others,33,0.00022617766598356442,0.038
colordcc,65,0.0004455014633009602,0.038
facedtimes,30,0.00020561605998505858,0.038
pc,22,0.00015078511065570963,0.038
payment,31,0.0002124699286512272,0.038
facedtahoma,199,0.0013639198645675552,0.038
sign,24,0.00016449284798804686,0.038
prompt,19,0.00013022350465720375,0.038
compliance,18,0.00012336963599103514,0.036
figure,21,0.00014393124198954098,0.036
idea,31,0.0002124699286512272,0.036
cut,19,0.00013022350465720375,0.036
fall,20,0.00013707737332337237,0.036
stock,46,0.0003152779586437565,0.036
date,28,0.00019190832265272132,0.036
topmargin,19,0.00013022350465720375,0.036
air,21,0.00014393124198954098,0.036
remember,58,0.00039752438263777987,0.036
worth,22,0.00015078511065570963,0.036
profits,22,0.00015078511065570963,0.036
events,26,0.0001782005853203841,0.036
ca,29,0.00019876219131888994,0.036
thousand,28,0.00019190832265272132,0.036
loans,35,0.00023988540331590166,0.036
job,25,0.00017134671665421547,0.036
billion,24,0.00016449284798804686,0.036
choice,25,0.00017134671665421547,0.036
son,34,0.00023303153464973304,0.036
thanks,28,0.00019190832265272132,0.036
yet,27,0.0001850544539865527,0.036
almost,21,0.00014393124198954098,0.036
colorffffff,106,0.0007265100786138736,0.036
chance,20,0.00013707737332337237,0.036
generate,26,0.0001782005853203841,0.036
beat,21,0.00014393124198954098,0.036
attained,22,0.00015078511065570963,0.036
application,38,0.0002604470093144075,0.036
therefore,23,0.00015763897932187824,0.036
lists,19,0.00013022350465720375,0.036
passed,26,0.0001782005853203841,0.036
countries,30,0.00020561605998505858,0.036
association,26,0.0001782005853203841,0.036
set,30,0.00020561605998505858,0.036
continue,39,0.00026730087798057615,0.036
decide,21,0.00014393124198954098,0.036
