term,frequency,density,occurrence
news,172,0.0006877249100359856,0.057
signature,254,0.001015593762495002,0.057
error,199,0.0007956817273090764,0.057
red,211,0.0008436625349860056,0.057
release,167,0.0006677329068372651,0.0565
communications,181,0.0007237105157936825,0.056
pretty,127,0.000507796881247501,0.056
exmh,256,0.0010235905637744902,0.056
little,138,0.0005517792882846861,0.0555
test,181,0.0007237105157936825,0.0555
received,143,0.0005717712914834066,0.0555
thu,133,0.0005317872850859656,0.0555
ever,142,0.0005677728908436625,0.055
able,149,0.0005957616953218713,0.055
osdn,125,0.0004998000799680128,0.055
big,159,0.0006357457017193123,0.055
httpswwwinphoniccomrasprsourceforgerefcodevs,123,0.0004918032786885246,0.055
looks,124,0.0004958016793282687,0.055
anyway,124,0.0004958016793282687,0.055
upon,120,0.0004798080767692923,0.055
contenttype,219,0.0008756497401039584,0.0545
ago,150,0.0005997600959616154,0.0545
august,128,0.0005117952818872451,0.0545
spamassassin,185,0.0007397041183526589,0.054
fact,134,0.0005357856857257097,0.054
others,143,0.0005717712914834066,0.054
textplain,132,0.0005277888844462215,0.054
source,160,0.0006397441023590564,0.0535
let,120,0.0004798080767692923,0.0535
looking,135,0.0005397840863654538,0.0535
httpthinkgeekcomsf,114,0.00045581767293082767,0.0525
bythinkgeek,114,0.00045581767293082767,0.0525
rights,142,0.0005677728908436625,0.0525
reason,109,0.00043582566973210716,0.0525
packages,176,0.000703718512594962,0.052
installed,172,0.0006877249100359856,0.052
re,165,0.0006597361055577769,0.052
pgp,238,0.0009516193522590964,0.0515
stop,111,0.00044382247101159536,0.0515
making,120,0.0004798080767692923,0.0515
must,265,0.0010595761695321871,0.0515
business,159,0.0006357457017193123,0.051
start,123,0.0004918032786885246,0.051
true,123,0.0004918032786885246,0.051
makes,117,0.00046781287485006,0.051
says,203,0.0008116753298680528,0.051
irish,127,0.000507796881247501,0.0505
experience,133,0.0005317872850859656,0.0505
open,157,0.0006277489004398241,0.0505
call,122,0.0004878048780487805,0.05
second,129,0.0005157936825269892,0.05
unsubscribe,104,0.00041583366653338664,0.0495
year,165,0.0006597361055577769,0.0495
called,143,0.0005717712914834066,0.0495
saou,110,0.00043982407037185126,0.049
often,145,0.0005797680927628948,0.049
sponsor,104,0.00041583366653338664,0.0485
story,141,0.0005637744902039184,0.0485
available,117,0.00046781287485006,0.0485
gets,117,0.00046781287485006,0.0485
perhaps,119,0.0004758096761295482,0.0485
similar,108,0.00043182726909236305,0.0485
money,155,0.0006197520991603359,0.048
maintainer,111,0.00044382247101159536,0.048
mean,121,0.0004838064774090364,0.048
link,138,0.0005517792882846861,0.048
means,122,0.0004878048780487805,0.048
hat,180,0.0007197121151539384,0.048
supplied,96,0.0003838464614154338,0.048
install,164,0.0006557377049180328,0.048
kind,121,0.0004838064774090364,0.0475
worlds,125,0.0004998000799680128,0.0475
large,126,0.0005037984806077569,0.0475
comment,104,0.00041583366653338664,0.0475
question,121,0.0004838064774090364,0.0475
needs,104,0.00041583366653338664,0.047
perl,316,0.0012634946021591363,0.047
bad,132,0.0005277888844462215,0.047
john,114,0.00045581767293082767,0.047
following,129,0.0005157936825269892,0.047
life,147,0.000587764894042383,0.047
although,106,0.00042383046781287485,0.0465
posted,116,0.0004638144742103159,0.0465
almost,106,0.00042383046781287485,0.0465
interesting,103,0.00041183526589364254,0.0465
away,110,0.00043982407037185126,0.0465
tue,100,0.00039984006397441024,0.0465
small,108,0.00043182726909236305,0.0465
exactly,102,0.00040783686525389844,0.0465
systems,154,0.0006157536985205918,0.0465
wrong,116,0.0004638144742103159,0.046
httpwwwlinuxiemailmanlistinfoilug,106,0.00042383046781287485,0.046
iluglinuxie,115,0.00045981607357057177,0.046
lawrence,99,0.00039584166333466613,0.046
everything,111,0.00044382247101159536,0.046
listmasterlinuxie,106,0.00042383046781287485,0.046
unsubscription,106,0.00042383046781287485,0.046
public,176,0.000703718512594962,0.0455
single,109,0.00043582566973210716,0.0455
several,111,0.00044382247101159536,0.0455
load,112,0.00044782087165133946,0.045
high,128,0.0005117952818872451,0.045
directory,123,0.0004918032786885246,0.045
state,174,0.0006957217113154738,0.045
copyright,110,0.00043982407037185126,0.045
three,132,0.0005277888844462215,0.045
receiving,91,0.0003638544582167133,0.0445
gary,95,0.0003798480607756897,0.0445
monday,113,0.00045181927229108357,0.0445
service,146,0.0005837664934026389,0.044
believe,104,0.00041583366653338664,0.044
per,118,0.0004718112754898041,0.044
fine,99,0.00039584166333466613,0.044
guess,93,0.0003718512594962015,0.0435
computer,135,0.0005397840863654538,0.0435
forteanaunsubscribeegroupscom,90,0.0003598560575769692,0.0435
days,106,0.00042383046781287485,0.0435
name,124,0.0004958016793282687,0.0435
httpslistmanredhatcommailmanlistinfoexmhusers,96,0.0003838464614154338,0.0435
httpdocsyahoocominfoterms,89,0.0003558576569372251,0.0435
exmhusers,97,0.00038784486205517793,0.0435
added,104,0.00041583366653338664,0.0435
exmhusersredhatcom,96,0.0003838464614154338,0.0435
bug,107,0.00042782886845261895,0.043
gnupg,96,0.0003838464614154338,0.043
whole,107,0.00042782886845261895,0.043
except,89,0.0003558576569372251,0.043
folder,174,0.0006957217113154738,0.043
hi,90,0.0003598560575769692,0.0425
given,114,0.00045581767293082767,0.0425
clean,92,0.0003678528588564574,0.0425
job,115,0.00045981607357057177,0.0425
half,97,0.00038784486205517793,0.0425
wont,98,0.00039184326269492203,0.0425
key,171,0.0006837265093962415,0.042
man,127,0.000507796881247501,0.042
charsetusascii,92,0.0003678528588564574,0.042
text,145,0.0005797680927628948,0.042
via,101,0.00040383846461415434,0.0415
address,123,0.0004918032786885246,0.041
chris,152,0.0006077568972411036,0.041
fork,108,0.00043182726909236305,0.041
write,98,0.00039184326269492203,0.041
murphy,86,0.0003438624550179928,0.0405
site,114,0.00045581767293082767,0.0405
understand,101,0.00040383846461415434,0.0405
razoruserslistssourceforgenet,101,0.00040383846461415434,0.0405
nice,98,0.00039184326269492203,0.0405
discuss,105,0.00041983206717313075,0.0405
httpslistssourceforgenetlistslistinforazorusers,100,0.00039984006397441024,0.0405
changed,103,0.00041183526589364254,0.0405
box,101,0.00040383846461415434,0.0405
razorusers,111,0.00044382247101159536,0.0405
behalf,93,0.0003718512594962015,0.0405
based,117,0.00046781287485006,0.04
worth,93,0.0003718512594962015,0.04
kernel,173,0.0006917233106757297,0.04
access,138,0.0005517792882846861,0.0395
particular,92,0.0003678528588564574,0.0395
hard,111,0.00044382247101159536,0.0395
left,90,0.0003598560575769692,0.0395
war,211,0.0008436625349860056,0.0395
update,108,0.00043182726909236305,0.0395
past,108,0.00043182726909236305,0.0395
including,135,0.0005397840863654538,0.0395
words,110,0.00043982407037185126,0.039
important,119,0.0004758096761295482,0.039
ideas,106,0.00042383046781287485,0.039
whether,114,0.00045581767293082767,0.039
week,117,0.00046781287485006,0.039
hand,94,0.0003758496601359456,0.039
gnulinux,78,0.00031187524990004,0.039
order,92,0.0003678528588564574,0.039
country,118,0.0004718112754898041,0.0385
local,125,0.0004998000799680128,0.0385
sort,92,0.0003678528588564574,0.0385
finding,84,0.0003358656537385046,0.0385
online,97,0.00038784486205517793,0.0385
future,112,0.00044782087165133946,0.038
company,163,0.0006517393042782887,0.038
exmhworkers,81,0.0003238704518192723,0.038
preferences,131,0.0005237904838064774,0.038
wasnt,93,0.0003718512594962015,0.0375
info,97,0.00038784486205517793,0.0375
razor,191,0.0007636945221911235,0.0375
post,85,0.0003398640543782487,0.0375
join,89,0.0003558576569372251,0.0375
oh,80,0.0003198720511795282,0.0375
exmhworkersredhatcom,77,0.0003078768492602959,0.0375
within,171,0.0006837265093962415,0.0375
httpslistmanredhatcommailmanlistinfoexmhworkers,77,0.0003078768492602959,0.0375
known,93,0.0003718512594962015,0.0375
person,109,0.00043582566973210716,0.0375
went,118,0.0004718112754898041,0.037
show,115,0.00045981607357057177,0.037
talking,83,0.0003318672530987605,0.037
havent,80,0.0003198720511795282,0.037
windows,122,0.0004878048780487805,0.037
youll,79,0.0003158736505397841,0.037
article,98,0.00039184326269492203,0.0365
type,131,0.0005237904838064774,0.0365
live,96,0.0003838464614154338,0.0365
word,117,0.00046781287485006,0.0365
top,94,0.0003758496601359456,0.0365
oct,108,0.00043182726909236305,0.0365
various,78,0.00031187524990004,0.036
worked,91,0.0003638544582167133,0.036
results,117,0.00046781287485006,0.036
government,210,0.0008396641343462615,0.036
center,114,0.00045581767293082767,0.036
cheers,72,0.00028788484606157537,0.036
lots,87,0.0003478608556577369,0.036
headers,102,0.00040783686525389844,0.0355
daily,83,0.0003318672530987605,0.0355
reading,84,0.0003358656537385046,0.0355
move,106,0.00042383046781287485,0.0355
platform,85,0.0003398640543782487,0.0355
unless,78,0.00031187524990004,0.0355
fri,81,0.0003238704518192723,0.0355
especially,92,0.0003678528588564574,0.035
fast,87,0.0003478608556577369,0.035
told,100,0.00039984006397441024,0.035
recent,93,0.0003718512594962015,0.035
love,98,0.00039184326269492203,0.035
across,100,0.00039984006397441024,0.035
general,80,0.0003198720511795282,0.035
engineer,76,0.0003038784486205518,0.0345
clear,98,0.00039184326269492203,0.0345
cc,109,0.00043582566973210716,0.0345
saying,84,0.0003358656537385046,0.0345
theyre,78,0.00031187524990004,0.0345
folks,81,0.0003238704518192723,0.0345
personal,76,0.0003038784486205518,0.0345
provide,101,0.00040383846461415434,0.034
latest,80,0.0003198720511795282,0.034
dvds,70,0.00027988804478208716,0.034
along,85,0.0003398640543782487,0.034
likely,79,0.0003158736505397841,0.034
inc,112,0.00044782087165133946,0.034
applicationpgpsignature,68,0.00027189124350259896,0.034
whats,72,0.00028788484606157537,0.034
project,84,0.0003358656537385046,0.034
currently,91,0.0003638544582167133,0.034
tom,74,0.0002958816473410636,0.0335
growing,82,0.0003278688524590164,0.0335
program,99,0.00039584166333466613,0.0335
remember,80,0.0003198720511795282,0.0335
goes,77,0.0003078768492602959,0.0335
tuesday,88,0.000351859256297481,0.0335
cvs,96,0.0003838464614154338,0.0335
full,88,0.000351859256297481,0.0335
gives,83,0.0003318672530987605,0.0335
changes,83,0.0003318672530987605,0.0335
process,104,0.00041583366653338664,0.0335
american,179,0.0007157137145141943,0.0335
together,87,0.0003478608556577369,0.033
feel,71,0.00028388644542183127,0.033
arent,70,0.00027988804478208716,0.033
regards,70,0.00027988804478208716,0.033
hope,82,0.0003278688524590164,0.033
october,95,0.0003798480607756897,0.033
months,87,0.0003478608556577369,0.033
soon,72,0.00028788484606157537,0.033
robert,85,0.0003398640543782487,0.033
trade,185,0.0007397041183526589,0.033
forkadminxentcom,75,0.0002998800479808077,0.033
lines,106,0.00042383046781287485,0.033
include,110,0.00043982407037185126,0.033
certainly,75,0.0002998800479808077,0.0325
sun,96,0.0003838464614154338,0.0325
removed,69,0.00027588964414234306,0.0325
building,101,0.00040383846461415434,0.0325
everyone,71,0.00028388644542183127,0.0325
issues,76,0.0003038784486205518,0.0325
ones,82,0.0003278688524590164,0.0325
needed,102,0.00040783686525389844,0.0325
technology,252,0.0010075969612155138,0.032
happen,76,0.0003038784486205518,0.032
ask,72,0.00028788484606157537,0.032
mark,85,0.0003398640543782487,0.032
realtime,76,0.0003038784486205518,0.032
came,93,0.0003718512594962015,0.032
services,126,0.0005037984806077569,0.032
ability,82,0.0003278688524590164,0.032
simply,73,0.00029188324670131947,0.032
later,71,0.00028388644542183127,0.032
machine,90,0.0003598560575769692,0.032
sa,104,0.00041583366653338664,0.032
play,92,0.0003678528588564574,0.032
computers,71,0.00028388644542183127,0.0315
become,97,0.00038784486205517793,0.0315
respect,83,0.0003318672530987605,0.0315
street,75,0.0002998800479808077,0.0315
hettinga,95,0.0003798480607756897,0.0315
adam,99,0.00039584166333466613,0.0315
rest,71,0.00028388644542183127,0.031
happened,73,0.00029188324670131947,0.031
agree,78,0.00031187524990004,0.031
usually,71,0.00028388644542183127,0.031
useful,74,0.0002958816473410636,0.031
fix,72,0.00028788484606157537,0.031
wanted,88,0.000351859256297481,0.031
fall,77,0.0003078768492602959,0.031
simple,73,0.00029188324670131947,0.031
httpxentcommailmanlistinfofork,74,0.0002958816473410636,0.031
mailtoforkadminxentcom,71,0.00028388644542183127,0.031
remove,79,0.0003158736505397841,0.031
happy,83,0.0003318672530987605,0.031
comes,71,0.00028388644542183127,0.0305
false,119,0.0004758096761295482,0.0305
create,90,0.0003598560575769692,0.0305
apt,96,0.0003838464614154338,0.0305
due,74,0.0002958816473410636,0.0305
hit,120,0.0004798080767692923,0.0305
mind,96,0.0003838464614154338,0.0305
political,150,0.0005997600959616154,0.0305
performance,91,0.0003638544582167133,0.0305
forkspamassassintaintorg,70,0.00027988804478208716,0.0305
thinking,78,0.00031187524990004,0.03
takes,64,0.00025589764094362255,0.03
companies,226,0.0009036385445821671,0.03
mr,238,0.0009516193522590964,0.03
wants,78,0.00031187524990004,0.03
main,82,0.0003278688524590164,0.03
whatever,74,0.0002958816473410636,0.03
contenttransferencoding,85,0.0003398640543782487,0.03
human,115,0.00045981607357057177,0.03
normal,67,0.00026789284286285486,0.03
note,64,0.00025589764094362255,0.03
vs,63,0.00025189924030387845,0.03
law,163,0.0006517393042782887,0.03
form,80,0.0003198720511795282,0.0295
reserved,60,0.00023990403838464614,0.0295
community,79,0.0003158736505397841,0.0295
area,93,0.0003718512594962015,0.0295
root,115,0.00045981607357057177,0.0295
matter,62,0.00024790083966413435,0.0295
eg,67,0.00026789284286285486,0.0295
global,196,0.0007836865253898441,0.0295
justin,71,0.00028388644542183127,0.0295
default,69,0.00027588964414234306,0.0295
size,145,0.0005797680927628948,0.029
major,84,0.0003358656537385046,0.029
window,118,0.0004718112754898041,0.029
states,349,0.0013954418232706917,0.029
beberg,112,0.00044782087165133946,0.029
space,87,0.0003478608556577369,0.029
guys,68,0.00027189124350259896,0.029
lost,131,0.0005237904838064774,0.029
wouldnt,63,0.00025189924030387845,0.029
power,134,0.0005357856857257097,0.0285
script,82,0.0003278688524590164,0.0285
sense,73,0.00029188324670131947,0.0285
gmt,57,0.00022790883646541383,0.0285
month,64,0.00025589764094362255,0.0285
reasons,59,0.00023590563774490204,0.0285
built,71,0.00028388644542183127,0.0285
recently,68,0.00027189124350259896,0.0285
solution,78,0.00031187524990004,0.0285
useless,57,0.00022790883646541383,0.0285
lists,79,0.0003158736505397841,0.0285
started,67,0.00026789284286285486,0.028
heres,59,0.00023590563774490204,0.028
lets,69,0.00027588964414234306,0.028
easily,65,0.00025989604158336665,0.028
btw,64,0.00025589764094362255,0.028
allow,81,0.0003238704518192723,0.028
heard,69,0.00027588964414234306,0.028
deal,76,0.0003038784486205518,0.028
security,231,0.0009236305477808876,0.028
sell,68,0.00027189124350259896,0.028
couple,65,0.00025989604158336665,0.0275
pay,70,0.00027988804478208716,0.0275
bill,82,0.0003278688524590164,0.0275
usa,65,0.00025989604158336665,0.0275
rules,86,0.0003438624550179928,0.0275
dave,84,0.0003358656537385046,0.0275
cause,66,0.00026389444222311076,0.0275
rpms,75,0.0002998800479808077,0.0275
million,118,0.0004718112754898041,0.0275
hours,65,0.00025989604158336665,0.027
directly,60,0.00023990403838464614,0.027
runs,74,0.0002958816473410636,0.027
subscribed,54,0.00021591363454618153,0.027
according,66,0.00026389444222311076,0.027
database,92,0.0003678528588564574,0.027
specific,71,0.00028388644542183127,0.027
completely,55,0.00021991203518592563,0.027
content,97,0.00038784486205517793,0.027
close,72,0.00028788484606157537,0.027
wednesday,61,0.00024390243902439024,0.027
custom,70,0.00027988804478208716,0.027
head,74,0.0002958816473410636,0.027
finally,61,0.00024390243902439024,0.027
friends,129,0.0005157936825269892,0.0265
starting,57,0.00022790883646541383,0.0265
leave,54,0.00021591363454618153,0.0265
body,73,0.00029188324670131947,0.0265
rh,119,0.0004758096761295482,0.0265
fixed,64,0.00025589764094362255,0.0265
corporation,74,0.0002958816473410636,0.0265
taken,64,0.00025589764094362255,0.0265
difficult,60,0.00023990403838464614,0.0265
report,100,0.00039984006397441024,0.0265
adding,58,0.00023190723710515794,0.0265
links,75,0.0002998800479808077,0.0265
httpuseperlorgmymessages,52,0.00020791683326669332,0.026
difference,62,0.00024790083966413435,0.026
ways,64,0.00025589764094362255,0.026
break,59,0.00023590563774490204,0.026
figure,57,0.00022790883646541383,0.026
electronic,58,0.00023190723710515794,0.026
level,83,0.0003318672530987605,0.026
pudge,71,0.00028388644542183127,0.026
product,77,0.0003078768492602959,0.026
httpuseperlorgarticleplsid,85,0.0003398640543782487,0.026
requires,67,0.00026789284286285486,0.026
thursday,54,0.00021591363454618153,0.026
sp,52,0.00020791683326669332,0.026
couldnt,63,0.00025189924030387845,0.0255
command,78,0.00031187524990004,0.0255
uses,54,0.00021591363454618153,0.0255
answer,64,0.00025589764094362255,0.0255
actual,53,0.00021191523390643742,0.0255
exist,73,0.00029188324670131947,0.0255
value,91,0.0003638544582167133,0.0255
method,57,0.00022790883646541383,0.0255
base,79,0.0003158736505397841,0.0255
numbers,66,0.00026389444222311076,0.0255
hardware,96,0.0003838464614154338,0.0255
force,103,0.00041183526589364254,0.0255
ma,63,0.00025189924030387845,0.0255
total,94,0.0003758496601359456,0.0255
buy,64,0.00025589764094362255,0.0255
consider,52,0.00020791683326669332,0.025
deserve,57,0.00022790883646541383,0.025
weve,54,0.00021591363454618153,0.025
copy,58,0.00023190723710515794,0.025
short,66,0.00026389444222311076,0.025
save,62,0.00024790083966413435,0.025
decline,57,0.00022790883646541383,0.025
written,58,0.00023190723710515794,0.025
asked,77,0.0003078768492602959,0.025
httpwwwnewsisfreecomclick,50,0.00019992003198720512,0.025
provided,59,0.00023590563774490204,0.025
cost,64,0.00025589764094362255,0.025
higher,66,0.00026389444222311076,0.025
james,77,0.0003078768492602959,0.025
looked,63,0.00025189924030387845,0.025
html,153,0.0006117552978808477,0.025
outside,55,0.00021991203518592563,0.0245
comments,54,0.00021591363454618153,0.0245
expect,56,0.00022391043582566973,0.0245
pick,65,0.00025989604158336665,0.0245
somewhere,55,0.00021991203518592563,0.0245
took,59,0.00023590563774490204,0.0245
redhat,61,0.00024390243902439024,0.0245
special,56,0.00022391043582566973,0.0245
research,89,0.0003558576569372251,0.0245
longer,57,0.00022790883646541383,0.0245
places,53,0.00021191523390643742,0.0245
option,56,0.00022391043582566973,0.0245
industry,90,0.0003598560575769692,0.0245
taking,61,0.00024390243902439024,0.0245
turn,60,0.00023990403838464614,0.0245
market,126,0.0005037984806077569,0.0245
rate,75,0.0002998800479808077,0.0245
digital,94,0.0003758496601359456,0.0245
rule,84,0.0003358656537385046,0.024
university,90,0.0003598560575769692,0.024
school,68,0.00027189124350259896,0.024
interested,54,0.00021591363454618153,0.024
jim,53,0.00021191523390643742,0.024
score,80,0.0003198720511795282,0.024
on,52,0.00020791683326669332,0.024
header,89,0.0003558576569372251,0.024
feature,67,0.00026789284286285486,0.024
fastest,53,0.00021191523390643742,0.024
greg,75,0.0002998800479808077,0.024
ham,98,0.00039184326269492203,0.024
women,128,0.0005117952818872451,0.024
side,58,0.00023190723710515794,0.024
apparently,62,0.00024790083966413435,0.024
tim,81,0.0003238704518192723,0.024
obvious,56,0.00022391043582566973,0.024
entire,62,0.00024790083966413435,0.024
training,112,0.00044782087165133946,0.024
advantage,61,0.00024390243902439024,0.0235
complete,50,0.00019992003198720512,0.0235
servers,77,0.0003078768492602959,0.0235
ie,57,0.00022790883646541383,0.0235
inside,58,0.00023190723710515794,0.0235
roman,55,0.00021991203518592563,0.0235
argument,61,0.00024390243902439024,0.0235
appear,61,0.00024390243902439024,0.0235
particularly,55,0.00021991203518592563,0.0235
points,60,0.00023990403838464614,0.0235
